Sad -489825.425095 -143478.68056 -95273.5468986 -2934.87860656 18849.8705839 78009.0500832 37941.3484401 16697.940974 1840.64701261 55086.3711475
Sad -443203.425095 -102306.38056 -71922.5168986 -1012.67860656 18885.8705839 78492.3500832 43533.8484401 5133.14097402 -16595.3529874 35462.1711475
Sad 479676.574905 474106.91944 -232742.516899 -437296.278607 -320778.529416 49929.2500832 50229.2484401 -123003.359026 -134595.752987 64065.5711475
Sad 288215.574905 459833.91944 -140287.516899 -379508.278607 -239755.529416 108327.650083 174042.84844 64044.330974 -34940.4529874 58437.8311475
Sad 694086.574905 608686.91944 -133367.116899 -278169.278607 -84486.5294161 198671.850083 137115.44844 -121286.359026 -174721.752987 58851.4511475
Sad 486406.574905 759416.91944 55658.4831014 -268210.278607 -225463.529416 56752.7500832 101597.34844 -13059.659026 -146114.752987 -131384.228852
Sad 258329.574905 563350.91944 184473.483101 -5864.37860656 7088.77058386 183682.950083 146920.84844 -14054.859026 -121530.752987 -51849.2288525
Sad 293585.574905 371041.91944 160674.483101 44604.1213934 -59499.9294161 -32817.5499168 -4951.1515599 25965.040974 -14455.2529874 -18435.0288525
Sad 90481.5749054 407536.91944 287400.483101 152472.721393 33213.3705839 167.450083228 -108684.15156 -176016.359026 -223127.752987 -98917.2288525
Sad 210085.574905 622677.91944 505629.483101 488979.721393 226122.470584 112121.490083 -25152.2515599 -180452.359026 -216878.752987 -111574.228852
Sad 197763.574905 596063.91944 499517.483101 438994.721393 188814.470584 84690.4500832 -94318.1515599 -256685.359026 -317308.752987 -246061.228852
Sad 375798.574905 658667.91944 505201.483101 406201.721393 234624.470584 140539.450083 -21616.3515599 -108578.359026 -213698.752987 -185597.228852
Sad 247803.574905 428367.91944 284197.483101 223816.721393 76547.1705839 -8126.54991677 -133381.15156 -180943.359026 -247097.752987 -191284.228852
Sad 658056.574905 682444.91944 408550.483101 239091.721393 79488.0705839 -8253.54991677 -113534.15156 -145124.359026 -203318.752987 -173041.228852
Sad 902826.574905 575287.91944 349355.483101 193007.721393 -155208.529416 -229531.549917 -341686.15156 -239546.359026 -179776.752987 -87558.2288525
Sad 91627.5749054 449990.91944 302044.483101 195843.721393 28744.9085839 -18157.5499168 -178525.15156 -169356.359026 -127002.752987 -44994.5288525
Sad 183082.574905 542580.91944 419735.483101 327411.721393 104307.270584 -8309.54991677 -162651.15156 -211059.359026 -224017.752987 -149156.228852
Sad 192582.574905 543320.91944 423747.483101 359099.721393 228969.470584 144951.250083 -35913.6515599 -154511.359026 -251390.752987 -253957.228852
Sad 109545.574905 385376.91944 281810.483101 217278.721393 54472.6705839 -954.549916772 -109168.15156 -151939.359026 -197870.752987 -157588.228852
Sad -185681.425095 239761.91944 206625.483101 190886.721393 69608.0705839 18134.0500832 -122580.15156 -176672.359026 -212719.752987 -149867.228852
