Silence -1013637.53312 -354070.150313 -43593.0746989 108456.009377 104323.647318 192975.327989 167736.064189 153960.177308 103877.138708 82415.3837769
Silence -1013636.17032 -354069.977213 -43591.7412989 108455.227147 104324.401281 192973.835739 167735.374979 153962.957817 103880.8674 82412.3750989
Silence -1013641.85852 -354066.060413 -43593.4585889 108455.415327 104328.021778 192975.452629 167738.430939 153959.272008 103881.15937 82412.4145189
Silence -1001907.01502 -350668.103413 -44056.3677289 107439.454857 102960.650988 189648.894459 164977.963029 154527.986198 105044.20845 81806.5527689
Silence -1001465.11502 -350373.073413 -43306.9417289 106397.544857 102301.470988 190371.314459 165158.323029 152099.765198 104011.67145 83276.2027689
Silence -1002178.51502 -351560.593413 -43453.6957289 107039.094857 103422.783988 191060.974459 166215.193029 152896.465198 102881.14345 82275.7297689
Silence -998915.21502 -347409.863413 -41773.3337289 106974.604857 100419.580988 187591.604459 163433.183029 151397.085198 103904.93915 85116.6537689
Silence -1000008.41502 -352665.763413 -44634.7937289 107621.975857 103713.639988 191549.144459 167037.009029 154305.541198 105645.76845 84735.0437689
Silence -999701.21502 -353196.386413 -43730.5797289 108364.953157 103700.024988 189514.594459 167204.548029 152697.325198 104042.91145 83190.4687689
Silence -996288.01502 -348934.023413 -42306.3437289 108601.229857 102880.170988 189829.854459 164963.573029 152155.945198 104447.48845 84451.3537689
Silence -997692.91502 -350143.923413 -45070.5937289 108109.622857 100831.790988 187369.804459 164459.233029 153118.646198 104656.91345 83318.7337689
Silence -999912.21502 -352981.783413 -45663.4237289 109421.640857 104356.507188 189770.214459 166324.143029 153276.547198 103330.77645 83629.7637689
Silence -997719.71502 -350693.153413 -43443.6067289 108131.822857 101994.980988 189127.444459 165611.273029 154997.235198 106182.02845 82431.1629689
Silence -995754.81502 -351608.043413 -46607.0737289 108051.544857 103608.321988 191313.654459 167014.736029 154349.731198 105595.81845 82960.2947689
Silence -990937.11502 -351386.193413 -48073.5337289 105184.864857 102307.970988 188538.174459 162237.853029 157086.715198 109461.65845 83219.8147689
Silence -992888.91502 -349802.323413 -45339.8537289 108545.462557 103604.583988 190171.704459 164112.203029 154311.892198 107571.38845 85172.1237689
Silence -994173.61502 -348982.473413 -43705.9967289 109352.556857 102914.360988 189016.964459 162496.723029 150262.115198 101918.60845 79461.2537689
Silence -991148.81502 -345047.203413 -41451.4937289 106325.734857 100492.210988 187818.514459 161316.573029 151643.695198 103226.36545 82449.2903689
Silence -993733.71502 -349327.903413 -45022.5637289 105712.144857 102396.360988 190711.454459 164821.793029 152231.585198 105350.26845 85423.2137689
Silence -996861.31502 -349017.253413 -42912.5377289 107150.014857 103217.520988 191084.434459 165843.053029 153846.737198 103486.51945 81948.9737689
Silence -996016.21502 -351110.173413 -45289.7637289 107958.345857 103352.861988 190203.174459 165420.463029 154412.578198 103338.47645 80665.0837689
Silence -997388.61502 -348860.613413 -43092.9427289 107709.229857 101716.580988 189062.874459 164605.573029 152774.265198 103427.13445 82489.9926689
Silence -994154.71502 -345376.853413 -43695.4986289 105678.984857 99287.3709876 186665.614459 163925.883029 153768.555198 105320.13845 83950.7037689
Silence -995468.71502 -346971.603413 -43920.8287289 106056.184857 100787.050988 188037.944459 164383.313029 154273.430198 105794.77845 84359.1137689
