Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 9
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 9
Neutral 2
Neutral 9
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 9
Neutral 2
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 3
Neutral 4
Neutral 3
Neutral 4
Neutral 3
Neutral 3
Neutral 3
Neutral 4
Neutral 3
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 10
Neutral 3
Neutral 3
Neutral 4
Neutral 4
Neutral 4
Neutral 4
Neutral 4
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 0
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 11
Neutral 11
Neutral 2
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 9
Neutral 2
Neutral 2
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 10
Neutral 11
Neutral 11
Neutral 11
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 9
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 11
Neutral 2
Neutral 2
Neutral 11
Neutral 11
Neutral 9
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 0
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 11
Neutral 3
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 0
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Silence 0
Neutral 2
Neutral 11
Neutral 2
Neutral 2
Neutral 9
Neutral 2
Neutral 2
Neutral 11
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 11
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 2
Neutral 10
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 11
Neutral 2
Neutral 9
Neutral 9
Neutral 2
Neutral 9
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 10
Neutral 3
Neutral 3
Neutral 3
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 0
Neutral 2
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 11
Neutral 2
Neutral 2
Neutral 2
Neutral 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
Noise 0
